 -5.647318E-03 -2.024707E-02 -6.912540E-03 -5.241639E-03 -1.347133E-02 -2.235546E-03 -1.106457E-02 -2.214407E-02 -3.247848E-03
 -1.059987E-02 -2.145480E-02 -5.961029E-03 -5.303966E-03 -1.793381E-02 -2.394554E-03 -3.746304E-03 -3.219440E-02 -6.037846E-03
 -5.915256E-03 -1.792002E-02 -1.760586E-03 -1.995905E-03 -1.401883E-02 -3.951828E-05 -7.880621E-03 -2.218944E-02  2.939959E-03
 -4.384964E-03 -1.765734E-02  7.455761E-05  1.255201E-04 -1.252431E-02  7.540104E-04 -1.022628E-03 -2.835606E-02 -4.458846E-03
 -3.103593E-03 -2.025400E-02 -6.377483E-03 -6.678215E-03 -1.469811E-02 -1.958558E-03 -1.258338E-02 -3.489199E-02  1.611329E-03
 -3.119995E-03 -1.919400E-02 -4.224262E-04 -3.015498E-03 -1.121633E-02  6.020769E-04 -9.000487E-03 -2.262255E-02 -3.904483E-03
  2.256447E-03 -1.631520E-02  1.077962E-06  6.898474E-05 -1.026638E-02  2.370257E-03 -2.912264E-03 -1.926151E-02 -2.387568E-03
 -3.177718E-03 -1.993978E-02 -4.132594E-03 -4.425648E-03 -1.379683E-02 -3.179225E-03 -9.240293E-03 -2.892054E-02  5.068798E-05
 -7.487112E-03 -2.071117E-02 -4.712467E-03 -4.684219E-03 -1.524952E-02 -4.341175E-03 -7.968845E-03 -2.785191E-02 -3.336135E-03
 -2.933328E-03 -2.335275E-02 -1.043908E-03 -4.122041E-03 -1.357448E-02 -1.439840E-03 -1.686198E-02 -1.967996E-02  1.906152E-03
 -1.480468E-03 -2.363101E-02 -4.401506E-03 -6.389263E-03 -1.487124E-02 -4.167853E-03 -1.021756E-02 -2.007037E-02  1.179836E-02
 -5.184577E-03 -2.321317E-02 -7.244990E-04 -6.671085E-03 -1.454568E-02  1.528921E-04 -1.394203E-02 -2.361484E-02  2.306069E-04
 -1.191438E-02 -1.906474E-02  4.089209E-03 -4.052792E-03 -1.307323E-02 -5.572453E-04 -5.427087E-03 -1.999910E-02 -7.412682E-03
 -5.710228E-03 -2.290497E-02 -5.471987E-03 -2.552240E-03 -1.396449E-02 -5.426392E-03 -8.689745E-03 -2.541722E-02 -1.119518E-02
 -1.989414E-03 -1.803250E-02 -7.475757E-03 -4.801645E-03 -1.357340E-02 -1.685969E-03 -1.525877E-02 -2.739322E-02 -2.565448E-04
 -8.597139E-03 -2.018762E-02 -5.859635E-03 -6.659949E-03 -1.790033E-02 -2.584754E-03 -7.991557E-03 -3.597682E-02 -1.663615E-03
 -7.441904E-03 -2.135293E-02 -2.305244E-03 -3.496396E-03 -1.396828E-02 -7.002905E-04 -6.500847E-03 -2.032014E-02  3.202145E-03
 -3.903407E-03 -1.634991E-02  6.794074E-04  6.021367E-04 -1.273377E-02 -6.097659E-04  1.024436E-03 -2.627056E-02 -6.657078E-03
 -4.836516E-03 -2.109334E-02 -3.536879E-03 -6.742504E-03 -1.411528E-02 -1.090678E-03 -1.398724E-02 -3.253888E-02  2.263459E-03
 -6.077539E-03 -2.000174E-02 -4.157259E-04 -3.598986E-03 -1.299063E-02 -7.341388E-04 -6.596156E-03 -2.445401E-02 -1.351031E-02
  1.867937E-03 -1.759237E-02  1.153298E-03 -1.449431E-03 -1.200102E-02  1.989914E-03 -6.216158E-03 -2.900870E-02 -7.467290E-03
 -3.206389E-03 -2.011606E-02 -5.711463E-03 -2.229974E-03 -1.371139E-02 -4.629690E-03 -5.517241E-03 -2.900079E-02 -9.356696E-03
 -7.994275E-03 -2.259115E-02 -4.416730E-03 -7.590792E-03 -1.502856E-02 -4.786478E-03 -1.773177E-02 -2.592723E-02 -2.454562E-03
 -2.262555E-03 -2.269958E-02 -3.769864E-03 -2.832458E-03 -1.404138E-02 -2.630811E-03 -1.499485E-02 -2.193609E-02 -3.368132E-03
  2.953627E-03 -1.947288E-02 -3.412668E-03 -3.076852E-03 -1.365010E-02 -4.390034E-03 -1.096438E-02 -2.467146E-02  9.134116E-03
 -6.052309E-03 -2.391160E-02  2.774303E-04 -6.268474E-03 -1.439164E-02  2.902022E-04 -1.298962E-02 -2.314779E-02 -1.470799E-03
 -1.538280E-02 -2.002684E-02  9.084191E-04 -4.765803E-03 -1.389096E-02 -2.132161E-03 -5.483510E-03 -1.883300E-02 -9.794299E-03
 -8.405778E-03 -2.147359E-02 -4.843521E-03 -4.978217E-03 -1.080476E-02 -2.214280E-03 -1.680807E-02 -2.099050E-02 -6.014288E-03
 -2.511713E-03 -1.819874E-02 -8.365937E-03 -3.454113E-03 -1.313585E-02 -3.816174E-03 -1.296612E-02 -2.725362E-02 -2.574803E-04
 -1.055595E-02 -2.140114E-02 -7.596186E-03 -8.190950E-03 -1.603395E-02 -3.640711E-03 -1.409853E-02 -3.096349E-02  4.828850E-05
 -8.771678E-03 -2.075535E-02 -4.648477E-04 -4.123298E-03 -1.389751E-02 -4.321943E-04 -6.657235E-03 -2.030957E-02  3.066131E-03
 -7.122877E-03 -2.004303E-02 -1.921631E-03 -2.743698E-03 -1.230178E-02 -4.315790E-03 -4.854119E-03 -2.204467E-02 -6.549293E-03
 -5.115717E-03 -2.198430E-02 -1.066935E-03 -4.851167E-03 -1.451864E-02 -5.045246E-04 -9.078128E-03 -2.865495E-02 -1.180300E-03
 -4.780144E-03 -2.065012E-02 -1.391092E-03 -1.217930E-03 -1.303667E-02 -2.003917E-03  6.517811E-04 -2.253959E-02 -1.857997E-02
 -1.721042E-03 -1.844058E-02  4.637726E-03 -3.242252E-03 -1.198393E-02  3.260972E-03 -1.347954E-02 -2.828547E-02 -3.656836E-03
 -5.469321E-04 -2.073346E-02 -4.293399E-03 -8.368852E-04 -1.390666E-02 -5.384024E-03 -4.379252E-03 -2.698009E-02 -1.216644E-02
 -6.490575E-03 -2.275927E-02 -3.535022E-03 -6.420140E-03 -1.439979E-02 -4.187812E-03 -2.011759E-02 -2.365979E-02  1.298734E-03
  1.545295E-03 -2.188510E-02 -3.933547E-03 -8.703470E-04 -1.443765E-02 -1.702903E-03 -1.044960E-02 -2.665840E-02 -2.349498E-03
  1.921916E-03 -1.658617E-02  9.113042E-04 -1.437361E-03 -1.181973E-02 -2.918907E-03 -3.100916E-03 -2.320458E-02  7.682691E-03
 -6.495900E-03 -2.186870E-02 -7.622686E-03 -7.394090E-03 -1.349808E-02 -4.600494E-03 -1.336628E-02 -2.072372E-02 -1.431527E-02
 -1.346772E-02 -2.332968E-02 -2.039833E-04 -4.402505E-03 -1.649087E-02 -4.469835E-03 -6.004734E-03 -1.903015E-02 -1.384699E-02
 -7.546462E-03 -2.125486E-02  7.102753E-04 -3.909097E-03 -1.052160E-02  9.845851E-04 -1.660800E-02 -2.243651E-02 -9.995553E-04
 -4.578966E-03 -2.091218E-02 -7.302754E-03 -4.333931E-03 -1.461941E-02 -5.214609E-03 -1.008580E-02 -2.723236E-02 -4.811053E-03
 -8.604694E-03 -2.271019E-02 -1.078851E-02 -6.041148E-03 -1.561291E-02 -6.156280E-03 -1.272143E-02 -3.007677E-02 -5.546147E-03
