  1.488275E-02 -5.316548E-03  5.244045E-03  1.016790E-02 -1.312529E-02  9.805101E-04  1.369264E-03 -1.188504E-02  2.888655E-03
  2.059141E-02 -5.539521E-03  2.947018E-03  1.503686E-02 -1.677711E-02  5.993769E-03  1.624864E-02 -3.314455E-02  4.117042E-03
  1.567441E-02 -2.238409E-03  6.490512E-03  1.187262E-02 -1.233303E-02  3.118442E-03  8.573601E-03 -1.681558E-02  8.025729E-03
  2.169851E-02 -3.124561E-03  2.939626E-03  1.603685E-02 -1.468898E-02  5.391703E-03  1.702366E-02 -2.681615E-02  4.753837E-03
  1.369194E-02 -3.796053E-03  7.832849E-03  1.093573E-02 -1.197879E-02  3.791500E-03  8.737033E-03 -1.339546E-02  8.381258E-03
  1.942771E-02  3.358096E-04  1.112139E-03  1.534622E-02 -1.166074E-02  3.887519E-03  1.791508E-02 -2.180143E-02  1.472008E-03
  1.285971E-02 -2.667515E-03  3.617643E-03  1.100344E-02 -1.220471E-02 -8.358481E-04  9.732395E-03 -2.594265E-02 -1.304317E-03
  1.769691E-02 -2.159623E-03  1.406669E-03  1.292603E-02 -1.315316E-02  3.626502E-03  1.571163E-02 -2.243522E-02 -3.720754E-05
  1.286747E-02 -1.383514E-03  2.075146E-03  1.149949E-02 -1.262220E-02 -3.086660E-03  1.121564E-02 -2.563964E-02 -5.227245E-03
  1.637239E-02 -3.546476E-03  2.169028E-03  1.066524E-02 -1.324906E-02  4.555268E-03  1.490632E-02 -2.179867E-02 -2.959402E-05
  1.435282E-02 -2.973614E-03  3.351107E-03  1.120856E-02 -1.524108E-02  9.046838E-04  1.717204E-02 -2.528640E-02  4.434271E-03
  1.900812E-02 -2.419602E-03  1.703427E-03  1.331164E-02 -1.355417E-02  4.985985E-03  1.643733E-02 -2.370576E-02  2.279258E-03
  1.736725E-02 -6.235202E-04  2.604789E-03  1.425537E-02 -1.423853E-02  7.401129E-04  2.292688E-02 -2.628184E-02  4.191279E-03
  1.614272E-02 -4.155679E-03 -2.813868E-03  1.281842E-02 -1.345725E-02  1.172336E-03  1.427840E-02 -2.418827E-02  1.990230E-03
